KIC,numax,numax_std,Deltanu,Deltanu_err,DPi1,dpi_e,dpi_E,q,q_e,q_E,eps_g,eps_g_e,eps_g_E,drot,drot_e,drot_E,feh,mass,mass_std
9932463,193.721,3.874,14.89,0.004,85.988,0.033,0.017,0.146,0.003,0.004,0.212,0.011,0.023,0.367,0.008,0.003,0.327,1.148,0.065
9934955,137.915,2.758,12.073,0.001,80.871,0.049,0.228,0.154,0.045,0.027,0.089,0.241,0.053,0.0,0.0,0.0,,,
9936310,156.793,3.136,13.044,0.003,82.347,0.031,0.083,0.164,0.038,0.021,0.262,0.072,0.035,0.313,0.014,0.048,,,
9941141,89.494,1.79,7.969,0.003,72.717,0.01,0.024,0.116,0.015,0.011,0.209,0.033,0.022,0.35,0.015,0.009,0.247,1.31,0.078
9946213,111.727,2.235,9.867,0.002,76.962,0.074,0.014,0.138,0.02,0.014,0.099,0.069,0.178,0.329,0.028,0.024,-0.107,1.166,0.066
9962982,74.35,1.487,7.101,0.003,71.372,0.001,0.032,0.127,0.005,0.01,-0.215,0.08,0.013,0.32,0.006,0.008,-0.131,1.221,0.074
9964436,195.892,3.918,15.219,0.004,86.2,0.059,0.009,0.156,0.004,0.004,0.281,0.006,0.038,0.313,0.009,0.004,,,
9967700,108.32,2.166,9.644,0.003,75.854,0.011,0.017,0.151,0.018,0.01,0.077,0.018,0.01,0.216,0.011,0.009,-0.384,1.199,0.07
9969088,167.202,3.344,13.264,0.004,81.784,0.036,0.061,0.155,0.03,0.03,0.209,0.069,0.007,0.487,0.068,0.006,,,
10000547,160.498,3.21,13.302,0.002,82.73,0.017,0.014,0.152,0.007,0.011,0.252,0.008,0.012,0.282,0.006,0.013,-0.274,1.113,0.064
10006097,140.781,2.816,11.947,0.003,81.004,0.041,0.013,0.14,0.003,0.009,0.233,0.011,0.047,0.371,0.007,0.013,-0.028,1.094,0.061
10019661,137.548,2.751,11.458,0.004,80.941,0.058,0.125,0.136,0.027,0.021,0.248,0.112,0.068,0.0,0.0,0.0,,,
10030919,192.326,3.847,15.297,0.004,86.611,0.037,0.004,0.18,0.012,0.019,0.31,0.001,0.033,0.305,0.035,0.016,,,
10034889,143.906,2.878,11.688,0.007,77.191,0.088,0.05,0.159,0.009,0.034,0.155,0.052,0.032,0.472,0.012,0.071,,,
10068556,182.264,3.645,13.95,0.003,81.494,0.043,0.014,0.16,0.009,0.011,0.35,0.007,0.036,0.237,0.01,0.03,0.007,1.338,0.076
10069788,132.415,2.648,11.194,0.003,78.978,0.096,0.094,0.134,0.026,0.02,0.162,0.108,0.107,0.0,0.0,0.0,,,
10088999,101.476,2.03,9.189,0.003,76.777,0.02,0.019,0.158,0.009,0.008,0.071,0.034,0.025,0.404,0.009,0.006,,,
10090039,83.845,1.677,7.314,0.002,69.95,0.023,0.067,0.111,0.023,0.021,0.009,0.138,0.05,0.0,0.0,0.0,0.184,1.564,0.097
10122250,162.621,3.252,12.901,0.004,80.721,0.017,0.252,0.131,0.008,0.016,0.197,0.175,0.082,0.33,0.012,0.02,,,
10123207,160.089,3.202,13.693,0.003,83.673,0.016,0.071,0.16,0.007,0.014,0.201,0.064,0.013,0.0,0.0,0.0,-0.461,0.917,0.053
10133033,193.896,3.878,14.71,0.002,83.024,0.042,0.033,0.141,0.005,0.011,0.293,0.017,0.04,0.562,0.01,0.021,0.125,1.28,0.072
10145736,195.755,3.915,14.095,0.003,97.059,0.615,0.007,0.204,0.025,0.042,0.014,0.003,0.339,0.193,0.026,0.068,,,
10146803,168.973,3.379,13.604,0.002,82.589,0.015,0.02,0.163,0.011,0.013,0.253,0.008,0.016,0.354,0.022,0.013,-0.196,1.253,0.069
10147167,125.345,2.507,10.611,0.003,78.83,0.017,0.096,0.135,0.033,0.012,0.22,0.099,0.036,0.0,0.0,0.0,0.26,1.174,0.068
10148629,91.843,1.837,8.445,0.003,73.521,0.013,0.013,0.135,0.014,0.014,0.249,0.01,0.017,0.337,0.008,0.01,,,
10149324,155.499,3.11,12.451,0.004,83.264,0.016,0.011,0.133,0.001,0.011,0.333,0.003,0.019,0.334,0.02,0.007,,,
10158595,71.379,1.428,6.738,0.002,68.165,0.042,0.037,0.112,0.022,0.046,-0.133,0.017,0.04,0.0,0.0,0.0,-0.215,1.381,0.083
10188953,123.846,2.477,10.468,0.004,77.265,0.011,0.078,0.151,0.011,0.012,-0.044,0.103,0.014,0.42,0.01,0.014,-0.101,1.264,0.073
10192458,118.622,2.372,10.428,0.003,77.79,0.009,0.28,0.146,0.013,0.02,0.302,0.232,0.106,0.3,0.033,0.033,-0.204,1.116,0.064
10192691,92.69,1.854,8.592,0.003,74.914,0.013,0.028,0.138,0.011,0.007,0.224,0.041,0.021,0.36,0.01,0.008,,,
10202184,157.961,3.159,12.709,0.003,79.944,0.187,0.001,0.135,0.006,0.012,0.155,0.001,0.185,0.309,0.022,0.011,-0.244,1.19,0.07
10223473,178.616,3.572,14.507,0.007,85.123,0.052,0.038,0.153,0.003,0.029,0.281,0.031,0.025,0.337,0.106,0.025,,,
10229696,117.76,2.355,10.556,0.005,78.79,0.087,0.005,0.143,0.008,0.034,0.177,0.0,0.11,0.079,0.001,0.026,,,
10257419,91.493,1.83,8.406,0.002,74.084,0.026,0.067,0.127,0.019,0.026,0.111,0.121,0.051,0.0,0.0,0.0,-0.029,1.189,0.07
10257635,95.381,1.908,8.526,0.003,73.76,0.014,0.016,0.106,0.002,0.008,0.206,0.023,0.036,0.332,0.006,0.007,0.061,1.26,0.074
10263598,123.482,2.47,10.485,0.002,76.97,0.042,0.067,0.121,0.013,0.027,0.21,0.082,0.07,0.0,0.0,0.0,,,
10272641,89.784,1.796,8.181,0.002,72.318,0.012,0.054,0.149,0.021,0.008,-0.168,0.071,0.007,0.265,0.017,0.013,-0.213,1.297,0.077
10272966,102.858,2.057,9.296,0.003,75.669,0.041,0.002,0.131,0.015,0.014,0.239,0.004,0.051,0.349,0.011,0.011,,,
10274503,161.462,3.229,13.145,0.003,83.183,0.264,0.413,0.128,0.078,0.079,0.217,0.285,0.039,0.0,0.0,0.0,,,
10286995,82.018,1.64,7.656,0.003,73.322,0.17,0.007,0.096,0.025,0.019,-0.443,0.014,0.341,0.0,0.0,0.0,,,
10322666,102.228,2.045,8.823,0.005,75.482,0.108,0.252,0.108,0.011,0.031,0.112,0.301,0.159,0.0,0.0,0.055,,,
10328727,134.764,2.695,11.677,0.003,79.715,0.052,0.04,0.164,0.014,0.03,0.225,0.051,0.054,0.622,0.024,0.027,-0.416,1.123,0.064
10333131,162.676,3.254,12.73,0.002,80.13,0.018,0.298,0.137,0.049,0.042,0.327,0.244,0.003,0.312,0.075,0.034,0.059,1.383,0.078
10339303,89.532,1.791,8.172,0.003,75.05,0.071,0.062,0.114,0.03,0.03,-0.252,0.035,0.203,0.0,0.0,0.0,,,
10351142,82.917,1.658,7.566,0.002,70.931,0.019,0.014,0.173,0.009,0.015,-0.005,0.037,0.025,0.584,0.014,0.006,,,
10382727,200.132,4.003,15.39,0.003,85.451,0.013,0.121,0.16,0.009,0.012,0.253,0.079,0.008,0.208,0.017,0.008,,,
10386904,183.068,3.661,14.791,0.003,86.152,0.114,0.027,0.161,0.015,0.014,0.168,0.015,0.083,0.504,0.015,0.033,-0.108,1.027,0.056
10387370,68.614,1.372,7.046,0.003,69.404,0.0,0.02,0.123,0.004,0.01,-0.11,0.055,0.001,0.263,0.003,0.003,-0.512,0.999,0.061
10387999,91.66,1.833,8.499,0.002,75.348,0.192,0.205,0.129,0.044,0.068,0.308,0.009,0.139,0.0,0.0,0.0,,,
10420629,182.064,3.641,13.455,0.003,89.735,0.004,0.258,0.144,0.005,0.019,0.251,0.175,0.009,0.225,0.013,0.04,0.041,1.618,0.093
10422287,99.267,1.985,8.301,0.001,72.083,0.052,0.098,0.101,0.047,0.063,0.082,0.227,0.062,0.656,0.009,0.009,0.358,1.545,0.094
10424379,107.197,2.144,9.51,0.002,75.216,0.067,0.051,0.142,0.018,0.038,0.008,0.072,0.105,0.0,0.0,0.0,-0.323,1.263,0.073
10427256,153.776,3.076,12.676,0.003,81.237,0.116,0.112,0.151,0.01,0.03,0.303,0.109,0.086,0.264,0.035,0.031,-0.36,1.224,0.07
10448558,110.136,2.203,10.199,0.001,77.226,0.025,0.059,0.148,0.011,0.02,0.171,0.081,0.036,0.372,0.02,0.024,,,
10449846,183.036,3.661,14.263,0.003,84.637,0.083,0.057,0.141,0.004,0.006,0.181,0.043,0.06,0.51,0.011,0.018,0.273,1.157,0.065
10452960,188.321,3.766,14.413,0.004,82.052,0.029,0.02,0.187,0.024,0.006,0.14,0.01,0.02,0.237,0.007,0.018,,,
10460225,136.624,2.732,11.189,0.004,77.091,0.019,0.106,0.128,0.012,0.015,0.056,0.118,0.014,0.244,0.023,0.016,,,
10472755,127.346,2.547,11.27,0.003,79.765,0.002,0.284,0.143,0.015,0.038,0.164,0.27,0.06,0.166,0.035,0.027,,,
10482211,245.15,4.903,17.479,0.007,87.444,0.0,0.245,0.148,0.017,0.009,0.168,0.128,0.005,0.454,0.038,0.03,,,
10517360,196.751,3.935,15.157,0.005,85.18,0.122,0.109,0.159,0.027,0.008,0.163,0.068,0.093,0.215,0.037,0.028,,,
10521711,138.734,2.775,11.396,0.003,78.225,0.03,0.115,0.147,0.032,0.008,0.141,0.145,0.022,0.0,0.0,0.0,,,
10525595,117.146,2.343,9.484,0.002,80.013,0.118,0.042,0.112,0.0,0.032,0.118,0.051,0.146,0.35,0.033,0.025,-0.055,1.661,0.101
10537820,158.667,3.173,13.156,0.002,82.972,0.049,0.212,0.14,0.036,0.027,0.262,0.172,0.048,0.0,0.0,0.0,-0.018,1.069,0.058
10545089,124.792,2.496,10.537,0.001,78.212,0.126,0.206,0.123,0.009,0.022,0.211,0.149,0.089,0.325,0.019,0.064,0.296,1.196,0.069
10580260,151.52,3.03,12.841,0.004,82.214,0.0,0.395,0.124,0.01,0.065,0.362,0.389,0.027,0.0,0.0,0.0,,,
10581491,233.973,4.679,17.437,0.004,90.563,0.065,0.017,0.174,0.011,0.03,0.067,0.009,0.044,0.248,0.021,0.079,0.103,1.138,0.062
10587201,197.691,3.954,15.12,0.004,84.734,0.061,0.031,0.167,0.015,0.014,0.29,0.029,0.05,0.366,0.021,0.024,,,
10590005,103.312,2.066,9.058,0.003,75.549,0.012,0.112,0.119,0.005,0.024,0.22,0.169,0.015,0.34,0.037,0.031,,,
10593078,207.85,4.157,15.347,0.003,82.66,0.445,0.067,0.155,0.058,0.038,-0.392,0.049,0.304,0.0,0.0,0.0,0.156,1.337,0.076
10593799,167.956,3.359,13.281,0.005,81.699,0.145,0.412,0.139,0.002,0.086,0.236,0.392,0.129,0.326,0.023,0.017,,,
10599977,186.74,3.735,14.445,0.002,85.146,0.027,0.042,0.145,0.013,0.009,0.295,0.029,0.018,0.341,0.015,0.045,,,
10611263,141.246,2.825,11.686,0.002,80.203,0.132,0.102,0.126,0.015,0.018,0.179,0.112,0.142,0.302,0.018,0.037,0.148,1.195,0.066
10645209,196.329,3.927,13.97,0.005,69.9,0.008,0.012,0.137,0.006,0.003,0.05,0.0,0.003,0.398,0.007,0.012,-0.172,1.815,0.112
10651646,84.22,1.684,8.23,0.004,73.997,0.004,0.045,0.158,0.031,0.043,-0.139,0.093,0.015,0.538,0.006,0.001,-0.474,0.986,0.059
10658641,88.529,1.771,8.477,0.003,74.916,0.018,0.008,0.171,0.003,0.015,0.01,0.015,0.017,0.512,0.014,0.008,-0.341,0.964,0.058
10666682,100.249,2.005,8.782,0.002,71.979,0.038,0.003,0.129,0.005,0.01,-0.195,0.007,0.066,0.405,0.006,0.008,,,
10667545,100.225,2.005,8.905,0.002,73.791,0.064,0.002,0.147,0.021,0.019,0.068,0.013,0.071,0.379,0.024,0.018,,,
10668065,139.609,2.792,11.774,0.002,79.144,0.03,0.096,0.143,0.016,0.015,0.233,0.087,0.051,0.208,0.01,0.022,-0.256,1.193,0.069
10669590,96.863,1.937,9.069,0.001,75.857,0.022,0.149,0.133,0.02,0.025,0.039,0.262,0.01,0.107,0.005,0.017,-0.309,0.994,0.06
10675052,139.413,2.788,10.82,0.002,95.0,0.141,0.036,0.14,0.018,0.026,0.195,0.019,0.112,0.313,0.041,0.028,0.155,1.648,0.099
10684749,168.588,3.372,13.9,0.002,84.7,0.053,0.134,0.156,0.023,0.006,0.27,0.12,0.03,0.0,0.0,0.0,,,
10712314,114.028,2.281,9.447,0.005,68.262,0.008,0.024,0.113,0.01,0.005,0.25,0.022,0.0,0.344,0.01,0.014,,,
10722175,113.736,2.275,9.505,0.003,73.137,0.011,0.186,0.109,0.045,0.117,0.426,0.3,0.019,0.735,0.023,0.051,0.16,1.406,0.083
10727457,85.486,1.71,7.622,0.003,69.644,0.009,0.058,0.126,0.016,0.025,0.066,0.101,0.023,0.374,0.038,0.012,-0.034,1.414,0.086
10732050,82.292,1.646,7.482,0.002,69.934,0.065,0.004,0.147,0.006,0.02,-0.34,0.008,0.143,0.545,0.01,0.013,0.114,1.328,0.079
10732952,161.602,3.232,13.663,0.004,83.965,0.002,0.097,0.167,0.009,0.002,0.217,0.086,0.0,0.417,0.006,0.008,,,
10751237,99.391,1.988,9.102,0.004,74.809,0.038,0.042,0.129,0.011,0.029,0.15,0.081,0.031,0.351,0.041,0.019,-0.479,1.214,0.077
10779537,213.279,4.266,15.435,0.005,84.552,0.005,0.104,0.134,0.008,0.006,0.287,0.066,0.004,0.0,0.0,0.0,0.313,1.381,0.079
10782351,140.715,2.814,11.748,0.002,81.774,0.015,0.085,0.135,0.006,0.007,0.186,0.086,0.012,0.306,0.009,0.009,,,
10790401,154.608,3.092,13.215,0.003,83.266,0.153,0.093,0.153,0.019,0.029,0.214,0.068,0.141,0.323,0.086,0.046,,,
10792866,119.676,2.394,10.726,0.002,78.138,0.001,0.152,0.151,0.022,0.016,0.232,0.184,0.004,0.211,0.013,0.012,,,
10793872,183.094,3.662,14.899,0.003,86.283,0.038,0.045,0.167,0.013,0.015,0.21,0.036,0.025,0.446,0.02,0.034,-0.231,0.94,0.054
10796857,88.001,1.76,7.829,0.003,65.202,0.043,0.108,0.104,0.014,0.047,-0.184,0.316,0.023,0.03,0.016,0.015,-0.708,1.558,0.095
10798647,105.185,2.104,9.613,0.002,76.786,0.081,0.025,0.171,0.023,0.001,0.102,0.026,0.125,0.486,0.013,0.015,-0.249,1.018,0.06
10799729,92.245,1.845,8.545,0.003,74.553,0.07,0.103,0.1,0.011,0.087,0.362,0.157,0.05,0.339,0.046,0.038,,,
10809296,148.574,2.971,12.292,0.005,81.115,0.046,0.077,0.136,0.014,0.025,0.25,0.022,0.071,0.452,0.265,0.034,,,
10813626,163.32,3.266,13.559,0.002,84.176,0.189,0.525,0.159,0.023,0.017,0.295,0.289,0.032,0.282,0.172,0.36,-0.164,1.003,0.056
10847321,69.349,1.387,6.538,0.002,69.082,0.064,0.07,0.062,0.012,0.038,-0.076,0.191,0.022,0.0,0.0,0.0,0.14,1.34,0.082
10854977,183.07,3.661,14.662,0.021,85.554,0.106,0.019,0.154,0.012,0.015,0.212,0.007,0.088,0.273,0.023,0.016,,,
10858675,87.523,1.75,8.117,0.002,72.99,0.063,0.117,0.135,0.04,0.019,0.082,0.221,0.096,0.0,0.0,0.0,-0.103,1.165,0.07
10862184,104.704,2.094,9.242,0.003,75.253,0.016,0.028,0.129,0.009,0.006,0.108,0.043,0.021,0.312,0.006,0.007,,,
10866415,95.204,1.904,8.762,0.002,75.216,0.031,0.036,0.141,0.009,0.022,0.058,0.078,0.037,0.356,0.013,0.004,-0.006,1.114,0.064
10876892,163.253,3.265,13.178,0.003,82.12,0.008,0.018,0.141,0.011,0.016,0.203,0.011,0.022,0.367,0.029,0.012,,,
10881317,74.285,1.486,6.852,0.002,69.46,0.06,0.033,0.13,0.034,0.028,-0.196,0.067,0.131,0.0,0.0,0.0,0.008,1.434,0.087
10881810,147.776,2.956,11.873,0.002,78.031,0.151,0.004,0.136,0.009,0.021,0.313,0.004,0.037,0.505,0.301,0.022,-0.088,1.356,0.078
10904520,102.77,2.055,9.101,0.002,73.958,0.026,0.018,0.138,0.016,0.008,0.158,0.024,0.045,0.332,0.011,0.006,-0.122,1.27,0.073
10909816,150.957,3.019,12.031,0.003,78.126,0.01,0.133,0.129,0.018,0.025,0.473,0.112,0.027,0.0,0.0,0.0,,,
10910197,110.289,2.206,9.858,0.001,77.042,0.031,0.022,0.132,0.01,0.017,0.135,0.046,0.008,0.316,0.029,0.006,-0.133,1.113,0.064
10916563,74.124,1.482,7.166,0.002,70.105,0.004,0.006,0.16,0.005,0.007,0.239,0.006,0.005,0.31,0.003,0.004,-0.329,1.215,0.073
10924652,151.459,3.029,12.621,0.003,82.532,0.16,0.011,0.143,0.033,0.02,0.16,0.002,0.159,0.337,0.019,0.034,-0.036,1.056,0.06
10931578,216.387,4.328,15.945,0.003,86.324,0.069,0.1,0.146,0.013,0.003,0.294,0.067,0.034,0.325,0.024,0.018,0.377,1.24,0.071
10935377,151.445,3.029,12.834,0.003,82.25,0.034,0.003,0.173,0.01,0.0,0.232,0.004,0.036,0.303,0.01,0.002,-0.298,1.049,0.059
10937071,175.997,3.52,13.955,0.002,84.13,0.03,0.009,0.146,0.001,0.008,0.382,0.012,0.019,0.454,0.005,0.019,0.124,1.146,0.064
10962756,158.107,3.162,12.698,0.003,81.47,0.043,0.327,0.137,0.045,0.04,0.264,0.295,0.066,0.31,0.075,0.098,,,
10977146,160.822,3.216,12.782,0.003,79.675,0.019,0.12,0.133,0.007,0.002,0.229,0.008,0.022,0.235,0.011,0.221,0.003,1.274,0.073
10977979,197.761,3.955,15.391,0.004,86.292,0.024,0.327,0.184,0.025,0.004,0.297,0.213,0.017,0.405,0.017,0.036,-0.032,1.146,0.063
10979458,119.343,2.387,10.31,0.002,78.044,0.014,0.269,0.139,0.004,0.041,0.224,0.328,0.023,0.516,0.013,0.022,,,
10982591,209.677,4.194,16.549,0.004,88.959,0.098,0.07,0.168,0.002,0.029,0.23,0.036,0.065,0.0,0.0,0.0,,,
10989961,78.244,1.565,7.527,0.003,71.557,0.006,0.029,0.165,0.014,0.004,0.16,0.068,0.009,0.351,0.008,0.009,-0.286,1.19,0.069
11014947,62.939,1.259,6.77,0.003,68.863,0.139,0.032,0.159,0.016,0.127,-0.102,0.018,0.193,0.0,0.0,0.0,,,
11020211,107.631,2.153,9.902,0.003,77.161,0.029,0.067,0.147,0.024,0.007,0.168,0.097,0.036,0.534,0.172,0.025,-0.387,0.987,0.059
11033420,118.816,2.376,10.16,0.004,76.748,0.159,0.009,0.146,0.012,0.009,0.132,0.016,0.193,0.399,0.014,0.012,,,
11038809,253.948,5.079,17.961,0.007,87.949,0.028,0.008,0.166,0.007,0.0,0.307,0.003,0.015,0.329,0.017,0.006,0.066,1.353,0.074
11043940,79.747,1.595,7.714,0.002,72.264,0.024,0.037,0.145,0.017,0.008,-0.3,0.017,0.06,0.301,0.038,0.009,,,
11068380,78.753,1.575,7.598,0.003,72.674,0.003,0.084,0.13,0.011,0.006,0.191,0.191,0.008,0.309,0.007,0.003,-0.09,1.096,0.066
11083613,88.832,1.777,8.635,0.003,74.696,0.023,0.135,0.145,0.028,0.028,0.103,0.183,0.01,0.082,0.012,0.006,-0.457,0.935,0.057
11086949,136.227,2.725,11.737,0.003,81.213,0.065,0.125,0.135,0.025,0.022,0.331,0.054,0.132,0.0,0.0,0.0,-0.028,0.994,0.057
11090674,209.98,4.2,16.261,0.004,88.245,0.016,0.422,0.175,0.012,0.014,0.23,0.259,0.005,0.469,0.029,0.028,-0.126,1.081,0.059
11097752,142.406,2.848,11.571,0.003,79.552,0.137,0.308,0.124,0.012,0.104,0.234,0.3,0.178,0.29,0.17,0.005,0.227,1.245,0.072
11122147,169.497,3.39,13.279,0.002,80.212,0.13,0.014,0.154,0.038,0.03,-0.029,0.011,0.112,0.298,0.055,0.021,-0.242,1.384,0.079
11127815,79.377,1.588,7.749,0.003,72.237,0.123,0.053,0.132,0.026,0.04,-0.046,0.04,0.24,0.0,0.0,0.0,,,
11129191,81.176,1.624,7.71,0.003,72.299,0.013,0.093,0.231,0.04,0.006,-0.055,0.194,0.014,0.728,0.024,0.021,-0.203,1.162,0.07
11136578,90.533,1.811,8.23,0.002,73.498,0.047,0.07,0.105,0.022,0.06,0.163,0.118,0.098,0.0,0.0,0.0,0.089,1.226,0.072
11140680,97.92,1.958,8.972,0.003,75.755,0.006,0.015,0.148,0.005,0.003,-0.087,0.019,0.009,0.314,0.006,0.008,,,
11176222,94.273,1.885,8.685,0.003,75.292,0.001,0.044,0.126,0.015,0.015,0.179,0.065,0.0,0.348,0.014,0.029,,,
11189239,105.891,2.118,9.406,0.002,77.353,0.061,0.085,0.12,0.028,0.048,0.252,0.072,0.017,0.0,0.0,0.0,0.133,1.113,0.066
11190768,231.679,4.634,17.316,0.003,89.791,0.017,0.004,0.154,0.004,0.002,0.26,0.0,0.01,0.312,0.006,0.014,0.072,1.124,0.062
11196317,227.509,4.55,16.487,0.005,85.632,0.118,0.091,0.146,0.007,0.005,0.29,0.056,0.069,0.266,0.015,0.012,0.072,1.33,0.074
11245496,131.349,2.627,10.782,0.003,76.176,0.02,0.041,0.142,0.012,0.016,0.131,0.057,0.021,0.716,0.009,0.014,,,
11251622,78.564,1.571,6.98,0.002,68.269,0.013,0.028,0.089,0.042,0.066,0.169,0.073,0.031,0.382,0.006,0.007,0.086,1.542,0.096
11285650,94.681,1.894,8.417,0.002,74.324,0.049,0.018,0.116,0.017,0.022,0.318,0.019,0.048,0.347,0.017,0.027,0.274,1.248,0.074
11287949,91.708,1.834,8.119,0.002,71.863,0.123,0.133,0.171,0.037,0.034,0.015,0.219,0.044,0.302,0.121,0.081,0.03,1.4,0.084
11349180,210.658,4.213,16.652,0.004,88.99,0.262,0.166,0.172,0.013,0.111,0.03,0.089,0.175,0.367,0.078,0.055,-0.429,1.048,0.055
11349490,132.144,2.643,11.119,0.002,78.162,0.017,0.041,0.151,0.016,0.013,0.225,0.051,0.015,0.575,0.017,0.013,-0.056,1.219,0.071
11353313,125.995,2.52,10.743,0.003,77.012,0.047,0.047,0.155,0.014,0.012,0.161,0.054,0.062,0.464,0.012,0.016,-0.413,1.288,0.075
11358231,151.044,3.021,12.394,0.002,80.055,0.043,0.22,0.143,0.025,0.031,0.219,0.205,0.035,0.189,0.015,0.032,,,
11358669,97.48,1.95,8.429,0.002,73.361,0.033,0.046,0.124,0.012,0.014,0.161,0.061,0.066,0.348,0.015,0.011,0.128,1.428,0.083
11361765,104.156,2.083,9.212,0.003,74.668,0.009,0.055,0.14,0.01,0.011,0.166,0.098,0.009,0.424,0.022,0.014,-0.294,1.276,0.075
11391750,86.419,1.728,7.963,0.002,72.336,0.029,0.081,0.12,0.026,0.018,-0.027,0.161,0.028,0.0,0.0,0.0,-0.15,1.262,0.074
11404111,178.689,3.574,14.231,0.004,83.144,0.26,0.866,0.199,0.078,0.064,0.411,0.691,0.201,0.238,0.089,0.053,,,
11404149,224.852,4.497,16.446,0.003,87.41,0.208,0.006,0.194,0.047,0.004,0.25,0.005,0.131,0.274,0.053,0.019,,,
11404803,219.504,4.39,16.279,0.004,86.856,0.15,0.047,0.143,0.004,0.016,0.235,0.026,0.09,0.149,0.005,0.02,,,
11413393,70.539,1.411,6.758,0.002,68.363,0.053,0.007,0.181,0.012,0.026,0.092,0.008,0.147,0.433,0.014,0.013,-0.439,1.269,0.08
11453225,91.789,1.836,8.325,0.002,73.769,0.03,0.023,0.141,0.01,0.01,0.11,0.054,0.044,0.369,0.008,0.006,0.064,1.234,0.073
11465165,62.573,1.251,6.159,0.002,67.839,0.003,0.113,0.08,0.017,0.007,-0.087,0.2,0.005,0.017,0.005,0.033,,,
11465618,98.826,1.977,9.134,0.003,76.269,0.042,0.018,0.141,0.014,0.013,0.108,0.101,0.056,0.31,0.016,0.015,,,
11466403,84.745,1.695,8.046,0.002,72.791,0.164,0.006,0.138,0.02,0.014,0.118,0.002,0.097,0.278,0.145,0.009,,,
11468053,112.67,2.253,9.718,0.006,75.282,0.024,0.117,0.126,0.018,0.008,0.098,0.182,0.023,0.0,0.0,0.0,,,
11496193,143.163,2.863,12.223,0.005,81.651,0.043,0.178,0.147,0.014,0.022,0.189,0.152,0.047,0.376,0.026,0.041,,,
11502036,156.648,3.133,12.946,0.003,83.295,0.141,0.013,0.136,0.005,0.012,0.219,0.006,0.119,0.347,0.025,0.041,,,
11507936,78.133,1.563,7.254,0.002,69.913,0.05,0.061,0.126,0.037,0.025,-0.125,0.114,0.106,0.0,0.0,0.0,-0.326,1.393,0.085
11515377,193.374,3.867,14.75,0.003,83.195,0.31,0.018,0.168,0.048,0.019,-0.486,0.014,0.132,0.341,0.041,0.022,-0.124,1.317,0.074
11520578,111.683,2.234,9.505,0.002,75.866,0.04,0.02,0.122,0.007,0.015,0.146,0.025,0.064,0.0,0.0,0.0,0.274,1.302,0.076
11521653,136.419,2.728,11.548,0.003,78.834,0.018,0.033,0.142,0.008,0.012,0.173,0.021,0.033,0.323,0.011,0.031,,,
11546972,126.556,2.531,10.894,0.003,78.945,0.016,0.178,0.126,0.028,0.027,0.424,0.216,0.003,0.0,0.0,0.0,,,
11550492,94.739,1.895,8.647,0.003,74.811,0.021,0.131,0.145,0.014,0.035,0.123,0.219,0.014,0.368,0.03,0.023,-0.019,1.158,0.068
11560657,124.085,2.482,10.586,0.002,78.416,0.148,0.246,0.12,0.013,0.098,0.194,0.216,0.255,0.156,0.078,0.018,,,
11561379,91.336,1.827,8.608,0.003,74.291,0.108,0.008,0.15,0.023,0.011,0.133,0.007,0.204,0.349,0.016,0.019,-0.309,1.079,0.065
11564024,180.036,3.601,13.32,0.003,76.968,0.011,0.175,0.12,0.011,0.016,0.225,0.167,0.01,0.233,0.015,0.024,0.159,1.516,0.089
11565903,100.553,2.011,8.951,0.002,72.569,0.014,0.077,0.128,0.025,0.042,-0.083,0.143,0.011,0.0,0.0,0.0,,,
11570886,162.087,3.242,12.737,0.003,79.519,0.1,0.04,0.123,0.015,0.016,0.207,0.04,0.103,0.0,0.0,0.0,,,
11571423,202.453,4.049,16.236,0.002,87.719,0.108,0.017,0.164,0.018,0.01,0.25,0.0,0.07,0.267,0.01,0.023,,,
11600255,101.552,2.031,9.274,0.004,75.066,0.045,0.112,0.138,0.01,0.027,0.136,0.195,0.073,0.283,0.033,0.029,-0.46,1.182,0.069
11601276,141.328,2.827,11.793,0.004,81.192,0.055,0.211,0.129,0.007,0.022,0.144,0.142,0.068,0.309,0.026,0.022,,,
11602793,123.067,2.461,10.432,0.002,76.4,0.027,0.077,0.146,0.009,0.1,0.262,0.13,0.013,0.57,0.031,0.036,-0.153,1.349,0.076
11606451,89.224,1.784,7.828,0.003,72.265,0.01,0.028,0.107,0.005,0.018,0.249,0.053,0.014,0.342,0.01,0.012,0.145,1.467,0.087
11612135,100.727,2.015,9.157,0.002,75.909,0.008,0.022,0.153,0.009,0.007,0.115,0.031,0.007,0.373,0.005,0.008,,,
11618103,106.913,2.138,9.313,0.001,74.546,0.038,0.069,0.124,0.001,0.027,-0.005,0.101,0.05,0.347,0.009,0.032,,,
11619730,123.655,2.473,10.373,0.002,76.464,0.026,0.015,0.138,0.013,0.01,0.338,0.016,0.031,0.607,0.01,0.015,,,
11623897,237.453,4.749,17.763,0.012,91.051,0.06,0.152,0.261,0.003,0.007,0.311,0.073,0.039,0.0,0.0,0.0,,,
11650682,97.243,1.945,9.067,0.004,75.986,0.024,0.015,0.147,0.011,0.008,0.147,0.014,0.015,0.361,0.009,0.013,,,
11657118,114.9,2.298,9.983,0.002,75.138,0.028,0.007,0.147,0.005,0.012,0.086,0.009,0.039,0.519,0.003,0.013,-0.304,1.246,0.073
